Agewt,ECG-0,ECG-1,BM-0,BM-1,CP-0,CP-1,CP-2,DB-0,DB-1,PFH-0,PFH-1,CHOL-0,CHOL-1,SCORE,Max-Score
0.202,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,4.770,max
0.202,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,4.752,
0.202,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,4.496,
0.202,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,4.478,
0.202,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,3.678,
0.202,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,3.660,
0.202,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,3.404,
0.202,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,3.386,
0.202,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,3.866,
0.202,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,3.848,
0.202,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,3.592,
0.202,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,3.574,
0.202,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.706,
0.202,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.688,
0.202,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.432,
0.202,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.414,
0.202,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.894,
0.202,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.876,
0.202,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.620,
0.202,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.602,
0.202,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.598,
0.202,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.580,
0.202,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.324,
0.202,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.306,
0.202,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.786,
0.202,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.768,
0.202,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.512,
0.202,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.494,
0.202,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,2.694,
0.202,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,2.676,
0.202,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,2.420,
0.202,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,2.402,
0.202,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,2.882,
0.202,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,2.864,
0.202,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,2.608,
0.202,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,2.590,
0.120,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.800,
0.120,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.782,
0.120,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.526,
0.120,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.508,
0.120,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.988,
0.120,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.970,
0.120,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.714,
0.120,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.696,
0.120,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.692,
0.120,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.674,
0.120,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.418,
0.120,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.400,
0.120,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.880,
0.120,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.862,
0.120,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.606,
0.120,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.588,
0.120,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,2.788,
0.120,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,2.770,
0.120,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,2.514,
0.120,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,2.496,
0.120,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,2.976,
0.120,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,2.958,
0.120,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,2.702,
0.120,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,2.684,
0.120,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,1.816,
0.120,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,1.798,
0.120,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,1.542,
0.120,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,1.524,
0.120,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.004,
0.120,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,1.986,
0.120,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,1.730,
0.120,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,1.712,
0.120,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.708,
0.120,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.690,
0.120,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.434,
0.120,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.416,
0.120,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.896,
0.120,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.878,
0.120,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.622,
0.120,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.604,
0.120,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,1.804,
0.120,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,1.786,
0.120,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,1.530,
0.120,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,1.512,
0.120,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,1.992,
0.120,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,1.974,
0.120,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,1.718,
0.120,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,1.700,
0.120,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.608,
0.120,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.590,
0.120,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.334,
0.120,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.316,
0.120,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.796,
0.120,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.778,
0.120,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.522,
0.120,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.504,
0.120,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,4.500,
0.120,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,4.482,
0.120,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,4.226,
0.120,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,4.208,
0.120,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,4.688,
0.120,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,4.670,
0.120,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,4.414,
0.120,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,4.396,
0.120,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,3.596,
0.120,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,3.578,
0.120,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,3.322,
0.120,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,3.304,
0.120,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,3.784,
0.120,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,3.766,
0.120,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,3.510,
0.120,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,3.492,
0.120,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.624,
0.120,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.606,
0.120,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.350,
0.120,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.332,
0.120,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.812,
0.120,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.794,
0.120,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.538,
0.120,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.520,
0.120,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.516,
0.120,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.498,
0.120,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.242,
0.120,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.224,
0.120,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.704,
0.120,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.686,
0.120,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.430,
0.120,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.412,
0.120,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,2.612,
0.120,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,2.594,
0.120,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,2.338,
0.120,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,2.320,
0.120,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,2.800,
0.120,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,2.782,
0.120,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,2.526,
0.120,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,2.508,
0.137,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.817,
0.137,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.799,
0.137,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.543,
0.137,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.525,
0.137,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.005,
0.137,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.987,
0.137,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.731,
0.137,0.096,0.000,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.713,
0.137,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.709,
0.137,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.691,
0.137,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.435,
0.137,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.417,
0.137,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.897,
0.137,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.879,
0.137,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.623,
0.137,0.096,0.000,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.605,
0.137,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,2.805,
0.137,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,2.787,
0.137,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,2.531,
0.137,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,2.513,
0.137,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,2.993,
0.137,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,2.975,
0.137,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,2.719,
0.137,0.096,0.000,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,2.701,
0.137,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,1.833,
0.137,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,1.815,
0.137,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,1.559,
0.137,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,1.541,
0.137,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.021,
0.137,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.003,
0.137,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,1.747,
0.137,0.096,0.000,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,1.729,
0.137,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.725,
0.137,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.707,
0.137,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.451,
0.137,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.433,
0.137,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.913,
0.137,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.895,
0.137,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.639,
0.137,0.096,0.000,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.621,
0.137,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,1.821,
0.137,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,1.803,
0.137,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,1.547,
0.137,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,1.529,
0.137,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,2.009,
0.137,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,1.991,
0.137,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,1.735,
0.137,0.096,0.000,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,1.717,
0.137,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.625,
0.137,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.607,
0.137,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.351,
0.137,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.333,
0.137,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.813,
0.137,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.795,
0.137,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.539,
0.137,0.000,0.904,0.992,0.000,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.521,
0.137,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,4.517,
0.137,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,4.499,
0.137,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,4.243,
0.137,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,4.225,
0.137,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,4.705,
0.137,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,4.687,
0.137,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,4.431,
0.137,0.000,0.904,0.992,0.000,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,4.413,
0.137,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,3.613,
0.137,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,3.595,
0.137,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,3.339,
0.137,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,3.321,
0.137,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,3.801,
0.137,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,3.783,
0.137,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,3.527,
0.137,0.000,0.904,0.992,0.000,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,3.509,
0.137,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.509,0.000,2.641,
0.137,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.637,0.000,0.000,0.491,2.623,
0.137,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.509,0.000,2.367,
0.137,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.406,0.000,0.000,0.363,0.000,0.491,2.349,
0.137,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.509,0.000,2.829,
0.137,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.637,0.000,0.000,0.491,2.811,
0.137,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.509,0.000,2.555,
0.137,0.000,0.904,0.000,0.008,0.040,0.000,0.000,0.000,0.594,0.000,0.363,0.000,0.491,2.537,
0.137,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.509,0.000,3.533,
0.137,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.637,0.000,0.000,0.491,3.515,
0.137,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.509,0.000,3.259,
0.137,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.406,0.000,0.000,0.363,0.000,0.491,3.241,
0.137,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.509,0.000,3.721,
0.137,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.637,0.000,0.000,0.491,3.703,
0.137,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.509,0.000,3.447,
0.137,0.000,0.904,0.000,0.008,0.000,0.932,0.000,0.000,0.594,0.000,0.363,0.000,0.491,3.429,
0.137,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.509,0.000,2.629,
0.137,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.637,0.000,0.000,0.491,2.611,
0.137,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.509,0.000,2.355,
0.137,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.406,0.000,0.000,0.363,0.000,0.491,2.337,
0.137,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.509,0.000,2.817,
0.137,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.637,0.000,0.000,0.491,2.799,
0.137,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.509,0.000,2.543,
0.137,0.000,0.904,0.000,0.008,0.000,0.000,0.028,0.000,0.594,0.000,0.363,0.000,0.491,2.525,
